job_position,technology_skills,knowledge,skills
Health Educators,Analytical or scientific software ,Education and Training,Speaking
, Centers for Disease Control and Prevention Epi Info Customer relationship management CRM software ,English Language,Active Listening
, Blackbaud The Raiser's Edge Data base user interface and query software ,Customer and Personal Service,Critical Thinking
, Centers for Disease Control and Prevention CDC WONDER,Communications and Media,Writing
, Microsoft Access Desktop publishing software ,Clerical,Reading Comprehension
, Microsoft Publisher Electronic mail software ,Psychology,Learning Strategies
, Microsoft Outlook Graphics or photo imaging software ,Therapy and Counseling,Active Learning
, Adobe Systems Adobe Photoshop  ,Administration and Management,Coordination
, Microsoft Visio Internet browser software ,Sociology and Anthropology,Social Perceptiveness
, Web browser software Medical software ,,Time Management
, MEDITECH software Office suite software ,,Instructing
, Microsoft Office Presentation software ,,Management of Personnel Resources
, Microsoft PowerPoint Spreadsheet software ,,Persuasion
, Microsoft Excel Web page creation and editing software ,,Complex Problem Solving
, Blogging software,,Judgment and Decision Making
, Facebook  ,,Monitoring
, Wiki software Word processing software ,,Operations Analysis
, Microsoft Word ,,Service Orientation
,,,Systems Analysis
,,,Systems Evaluation
Healthcare Social Workers,Calendar and scheduling software ,Therapy and Counseling,Active Listening
, Calendar software Data base user interface and query software ,Psychology,Social Perceptiveness
, Command Systems ComServe,English Language,Speaking
, Database software,Customer and Personal Service,Critical Thinking
, Relational database software Desktop publishing software ,Sociology and Anthropology,Coordination
, Adobe Systems Adobe PageMaker,Education and Training,Reading Comprehension
, Microsoft Publisher Electronic mail software ,Medicine and Dentistry,Service Orientation
, Email software Internet browser software ,Clerical,Writing
, Web browser software Medical software ,Law and Government,Complex Problem Solving
, Automated clinical information systems,Philosophy and Theology,Judgment and Decision Making
, Medical procedure coding software  ,,Active Learning
, Medical records software,,Instructing
, MEDITECH software  (see all 8 examples)Office suite software ,,Learning Strategies
, Corel WordPerfect,,Monitoring
, Microsoft Office Presentation software ,,Negotiation
, Information presentation software,,Persuasion
, Microsoft PowerPoint Spreadsheet software ,,Systems Evaluation
, Microsoft Excel Web page creation and editing software ,,Time Management
, Web page design and editing software Word processing software ,,Management of Personnel Resources
, Microsoft Word ,,Operations Analysis
Social and Community Service Managers,Accounting software ,Customer and Personal Service,Service Orientation
, Financial accounting software Customer relationship management CRM software ,Administration and Management,Social Perceptiveness
, Blackbaud The Raiser's Edge Data base reporting software ,English Language,Active Learning
, Oracle Reports Data base user interface and query software ,Psychology,Active Listening
, Client information databases,Education and Training,Complex Problem Solving
, FileMaker Pro  ,Personnel and Human Resources,Coordination
, Microsoft Access Desktop publishing software ,Therapy and Counseling,Critical Thinking
, Microsoft Publisher Electronic mail software ,Clerical,Judgment and Decision Making
, Microsoft Outlook Internet browser software ,Public Safety and Security,Management of Personnel Resources
, Web browser software Medical software ,Sociology and Anthropology,Monitoring
, Healthcare common procedure coding system HCPCS  ,Mathematics,Time Management
, PointClickCare HER Object oriented data base management software ,Computers and Electronics,Reading Comprehension
, Microsoft Visual FoxPro Office suite software ,Law and Government,Speaking
, Corel WordPerfect Office Suite,Communications and Media,Systems Analysis
, Microsoft Office Presentation software ,,Systems Evaluation
, Microsoft PowerPoint Spreadsheet software ,,Writing
, Corel QuattroPro,,Learning Strategies
, IBM Lotus 1-2-3,,Instructing
, Microsoft Excel Word processing software ,,Negotiation
, Microsoft Word ,,Persuasion
Social and Human Service Assistants,Data base user interface and query software ,Psychology,Active Listening
, Database software,Customer and Personal Service,Service Orientation
, Microsoft Access Electronic mail software ,English Language,Social Perceptiveness
, Microsoft Outlook Internet browser software ,Therapy and Counseling,Speaking
, Web browser software Medical software ,Sociology and Anthropology,Writing
, Electronic medical record EMR software,Clerical,Monitoring
, MEDITECH software  ,Education and Training,Reading Comprehension
, PointClickCare HER Office suite software ,Law and Government,Coordination
, Microsoft Office Spreadsheet software ,Public Safety and Security,Critical Thinking
, Microsoft Excel Voice recognition software ,,Persuasion
, Nuance Dragon NaturallySpeaking Word processing software ,,Complex Problem Solving
, Microsoft Word ,,Judgment and Decision Making
,,,Time Management
,,,Active Learning
,,,Learning Strategies
Embalmers,,Customer and Personal Service,Speaking
,,English Language,Active Listening
,,Chemistry,Critical Thinking
,,Administration and Management,Coordination
,,Biology,Judgment and Decision Making
,,Psychology,Monitoring
,,Law and Government,Service Orientation
,,Philosophy and Theology,Social Perceptiveness
,,Economics and Accounting,Complex Problem Solving
,,Public Safety and Security,Time Management
,,Clerical,
,,Education and Training,
First-Line Supervisors of Personal Service Workers,Calendar and scheduling software ,Customer and Personal Service,Active Listening
, Work scheduling software Electronic mail software ,Administration and Management,Critical Thinking
, Microsoft Outlook Internet browser software ,English Language,Management of Personnel Resources
, Web browser software Inventory management software ,Education and Training,Social Perceptiveness
, Inventory management systems Office suite software ,Personnel and Human Resources,Speaking
, Microsoft Office Point of sale POS softwarePresentation software ,Psychology,Coordination
, Microsoft PowerPoint Spreadsheet software ,Clerical,Time Management
, Microsoft Excel Time accounting software ,,Persuasion
, Timekeeping software Word processing software ,,Reading Comprehension
, Microsoft Word ,,Service Orientation
,,,Complex Problem Solving
,,,Instructing
,,,Judgment and Decision Making
,,,Monitoring
,,,Negotiation
,,,Writing
,,,Active Learning
,,,Learning Strategies
,,,Systems Analysis
,,,Systems Evaluation
Fitness Trainers and Aerobics Instructors,Accounting software ,,Instructing
, Intuit QuickBooks  ,,Service Orientation
, MYOB BusinessEssentials,,Social Perceptiveness
, Sage 50 Accounting  ,,Speaking
, Sage Simply Accounting Calendar and scheduling software ,,Active Listening
, Appointment scheduling software,,Monitoring
, Contemporary Web Plus Appointment-Plus Data base user interface and query software ,,Coordination
, BioEx Systems Exercise Expert,,Critical Thinking
, DietMaster Systems DietMaster,,Judgment and Decision Making
, ICTraining Desktop publishing software ,,Time Management
, Visual Health Information The Trainer's Exercise Toolbox Electronic mail software ,,
, Email software Enterprise resource planning ERP software   ,,
, EZFacility Trainer Management System Internet browser software ,,
, Web browser software Medical software ,,
, BioEx Systems Nutrition Maker Plus Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, BioEx Systems Fitness Maker,,
, Online River Software Personal Trainer Pro Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Funeral Attendants,,,Social Perceptiveness
,,,Service Orientation
,,,Speaking
,,,Active Listening
,,,Monitoring
,,,Coordination
Funeral Service Managers,Accounting software ,Customer and Personal Service,Service Orientation
, Financial reporting software Data base user interface and query software ,Administration and Management,Active Listening
, FPA Software MACCS,English Language,Social Perceptiveness
, HMIS Advantage,Clerical,Speaking
, Mortware Professional,Computers and Electronics,Monitoring
, Twin Tiers Technologies CIMS  (see all 6 examples)Electronic mail software ,Psychology,Reading Comprehension
, Email software,Education and Training,Time Management
, Microsoft Outlook Internet browser software ,Personnel and Human Resources,Coordination
, Web browser software Office suite software ,Economics and Accounting,Management of Personnel Resources
, Microsoft Office Presentation software ,Philosophy and Theology,Negotiation
, funeralOne Life Tributes,,Persuasion
, Microsoft PowerPoint Spreadsheet software ,,Writing
, Microsoft Excel Video creation and editing software ,,Critical Thinking
, CodeJam MemoriesOnTV Word processing software ,,Judgment and Decision Making
, Microsoft Word ,,Complex Problem Solving
,,,Instructing
"Hairdressers, Hairstylists, and Cosmetologists",Accounting software ,,Active Listening
, Intuit QuickBooks Calendar and scheduling software ,,Speaking
, Appointment scheduling software Data base user interface and query software ,,Service Orientation
, Customer information databases Office suite software ,,Critical Thinking
, Microsoft Office Point of sale POS software ,,Active Learning
, Sale processing software Spreadsheet software ,,Judgment and Decision Making
